domain,stimulus,code,ASL_01,ASL_02,ASL_03,ASL_04,ASL_05,ASL_06,ASL_07,ASL_08,ASL_09,ASL_10,ASL_11,ASL_12,ASL_13,BSL_01,BSL_02,BSL_03,BSL_04,BSL_05,BSL_06,BSL_07,BSL_08,BSL_09,BSL_10,BSL_11,BSL_12,BSL_13,BSL_14,BSL_15,CAN_01,CAN_02,CAN_03,CAN_04,CAN_05,CAN_06,CAN_07,CAN_08,CAN_09,CAN_10,CAN_11,CAN_12,DOG_01,DOG_02,DOG_03,DOG_04,DOG_05,DOG_06,DOG_07,DOG_08,DOG_09,DOG_10,DOG_11,DOG_12,DOG_13,ENG_01,ENG_02,ENG_03,ENG_04,ENG_05,ENG_06,ENG_07,ENG_08,ENG_09,ENG_10,ENG_11,ENG_12,ENG_13,ENG_14,ENG_15,ENG_16,ENG_17,FAR_01,FAR_02,FAR_03,FAR_04,FAR_05,FAR_06,FAR_07,FAR_08,FAR_09,FAR_10,FAR_11,FAR_12,FAR_13,KAT_01,KAT_02,KAT_03,KAT_04,KAT_05,KAT_06,KAT_07,KAT_08,KAT_09,KAT_10,KAT_11,KAT_12,KAT_13,KIL_01,KIL_02,KIL_03,KIL_04,KIL_05,KIL_06,KIL_07,KIL_08,KIL_09,KIL_10,KIL_11,KIL_12,KIL_13,KIL_14,KIL_15,KIL_16,KIL_17,KIL_18,KIL_19,KIL_20,KIL_21,KIL_22,KIL_23,KIL_24,KIL_25,KIL_26,KIL_27,KIL_28,KIL_29,KIL_30,KIL_31,KIL_32,KIL_33,KIL_34,KIL_35,KIL_36,KIL_37,KIL_38,KIL_39,KIL_40,KIL_41,KIL_42,KIL_43,KIL_44,KIL_45,KIL_46,KIL_47,KIL_48,KIL_49,KIL_50,KIL_51,KIL_52,KIL_53,KIL_54,LAO_01,LAO_02,LAO_03,LAO_04,LAO_05,LAO_06,LAO_07,LAO_08,LAO_09,LAO_10,LAO_11,LAO_12,LAO_13,LAO_14,LAO_15,LAO_16,LAO_17,LAO_18,MAL_01,MAL_02,MAL_03,MAL_04,MAL_05,MAL_06,MAL_07,MAL_08,MAL_09,MAL_10,MAL_11,MAL_12,MAL_13,MAL_14,MAL_15,MIA_01,MIA_02,MIA_03,MIA_04,MIA_05,MIA_06,MIA_07,MIA_08,MIA_09,MIA_10,MIA_11,MIA_12,SEM_01,SEM_02,SEM_03,SEM_04,SEM_05,SEM_06,SEM_07,SEM_08,SEM_09,SEM_10,SEM_11,SEM_12,SIW_01,SIW_02,SIW_03,SIW_04,SIW_05,SIW_06,SIW_07,SIW_08,SIW_09,SIW_10,SIW_11,SIW_12,SIW_14,SIW_15,SIW_16,SIW_17,TUR_01,TUR_02,TUR_03,TUR_04,TUR_05,TUR_06,TUR_07,TUR_08,TUR_09,TUR_10,TUR_11,TUR_12,TUR_13,TZE_01,TZE_02,TZE_03,TZE_04,TZE_05,TZE_06,TZE_07,TZE_08,TZE_09,TZE_10,TZE_11,TZE_12,TZE_13,UMP_01,UMP_02,UMP_03,UMP_04,UMP_05,UMP_06,UMP_07,UMP_08,UMP_09,UMP_10,UMP_11,UMP_14,UMP_15,YEL_01,YEL_02,YEL_03,YEL_04,YEL_05,YEL_06,YEL_07,YEL_08,YEL_09,YEL_10,YEL_11,YEL_12,YUC_01,YUC_02,YUC_03,YUC_04,YUC_05,YUC_06,YUC_07,YUC_08,YUC_09,YUC_10,YUC_11,YUC_12,YUC_13,YUR_01,YUR_02,YUR_03,YUR_04,YUR_05,YUR_06,YUR_07,YUR_08,YUR_09,YUR_10,YUR_11,YUR_12,YUR_13,YUR_14,YUR_15,ZAP_01,ZAP_02,ZAP_03,ZAP_04,ZAP_05,ZAP_06,ZAP_07,ZAP_12,ZAP_14,ZAP_15,ZAP_16
colour,78,10RP 4/14,8,12,3,23,8,4,4,7,9,6,8,7,11,7,8,7,15,28,4,3,23,11,10,13,10,8,8,24,5,9,5,5,9,9,16,9,8,8,9,9,5,5,5,5,5,5,5,5,5,5,5,NA,NA,3,6,28,3,4,11,34,7,3,15,4,35,7,3,12,7,23,14,7,7,8,7,14,14,7,8,7,14,13,21,NA,7,7,NA,3,NA,NA,NA,6,5,7,3,7,7,3,7,7,7,3,7,4,7,3,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,4,6,8,6,4,6,11,NA,NA,NA,NA,NA,NA,NA,NA,10,15,10,19,15,15,9,13,14,15,15,10,9,5,20,4,4,4,4,4,10,4,4,4,4,7,4,9,20,NA,5,38,39,17,22,5,14,11,NA,6,8,8,8,6,8,NA,8,8,NA,NA,NA,5,8,NA,NA,5,5,15,12,7,7,9,7,7,5,14,5,5,4,39,14,15,4,4,4,4,4,4,8,13,16,9,9,9,9,15,9,9,8,9,30,9,NA,NA,15,13,0,8,8,8,8,8,8,6,0,8,4,11,7,4,14,4,4,7,12,11,11,11,12,9,9,9,10,9,9,9,9,9,9,NA,NA,NA,NA,NA,26,6,6,11,28,18,17,7,12,6,11
colour,79,10R 2/6,5,18,5,5,11,10,5,7,5,11,5,10,16,5,5,5,5,14,5,10,8,5,21,5,5,5,5,9,3,3,7,3,8,3,3,3,3,3,11,8,5,6,6,5,6,5,5,6,5,5,6,NA,NA,5,9,5,11,5,5,5,5,5,5,6,8,10,54,5,8,8,8,8,8,8,8,8,15,8,8,8,15,11,8,NA,9,9,NA,16,NA,NA,NA,14,5,13,9,6,12,5,7,5,5,12,12,5,12,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,5,8,10,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,14,11,6,4,11,6,14,9,10,6,11,6,6,6,6,10,0,3,4,6,6,10,0,5,10,10,0,7,18,NA,23,24,59,38,39,38,19,34,NA,4,4,16,8,9,9,NA,8,11,NA,NA,NA,6,52,NA,NA,7,10,9,13,10,10,10,14,10,10,10,10,10,11,29,41,10,6,6,13,6,3,3,9,6,24,14,15,21,14,14,13,19,9,6,43,2,NA,NA,0,0,0,8,0,0,0,0,0,6,17,0,7,5,7,7,7,14,7,11,7,23,7,14,10,9,9,11,4,8,8,10,11,9,7,NA,NA,NA,NA,NA,13,7,13,5,13,12,7,7,7,5,17
colour,80,10YR 4/8,10,11,10,10,10,5,10,15,5,3,10,5,8,10,19,5,11,15,5,4,30,18,10,9,10,10,4,18,7,7,7,7,3,7,7,3,3,7,3,3,6,6,6,5,6,6,6,6,6,6,6,NA,NA,10,9,10,12,4,10,17,3,4,18,16,97,12,15,20,17,23,6,12,14,15,8,8,8,14,15,8,15,NA,8,NA,9,26,NA,17,NA,NA,NA,6,10,21,9,61,12,10,5,12,5,10,12,10,12,10,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,18,8,8,5,13,7,9,8,10,NA,NA,NA,NA,NA,NA,NA,NA,6,11,6,13,11,6,16,10,14,6,10,10,10,10,10,19,0,3,6,6,12,12,0,6,0,3,0,12,32,NA,28,23,128,26,14,17,102,75,NA,4,19,8,8,9,9,NA,0,11,NA,NA,NA,6,36,NA,NA,8,10,10,14,11,6,10,14,4,10,14,10,10,30,18,14,9,28,26,12,9,23,3,21,35,21,45,15,21,15,15,31,9,6,6,12,39,NA,NA,0,0,0,8,0,0,19,0,0,0,0,0,10,10,6,9,10,7,12,9,10,19,10,13,10,9,12,13,12,12,13,9,11,9,12,NA,NA,NA,NA,NA,11,11,5,10,5,6,12,18,6,5,10
shape,81,star,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,4,4,8,4,30,4,4,80,4,78,4,4,4,5,10,8,10,10,10,19,17,10,10,10,10,9,NA,4,0,6,3,4,9,4,4,NA,7,NA,5,14,4,14,4,5,4,4,4,5,5,15,4,5,5,8,4,7,7,7,7,10,7,7,7,7,7,7,7,7,6,8,20,16,25,28,12,25,29,5,18,30,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,5,5,5,5,5,9,5,5,NA,NA,NA,NA,NA,NA,NA,NA,7,7,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,16,15,27,NA,17,17,53,NA,16,11,6,NA,5,5,28,38,NA,10,5,5,17,31,NA,NA,10,5,NA,NA,6,6,6,6,6,6,6,6,6,16,6,31,NA,2,2,12,16,2,32,2,NA,5,2,13,26,13,23,76,20,32,10,34,19,20,7,95,15,NA,NA,4,4,4,4,4,4,4,0,4,0,4,4,3,8,3,8,9,8,3,8,3,8,8,8,8,8,8,8,8,8,12,8,8,8,NA,8,NA,8,8,8,6,6,6,8,15,8,8,13,8,14,6
shape,82,cone,47,38,76,31,58,17,21,4,15,16,53,109,21,7,4,4,33,35,16,4,25,29,63,4,4,23,21,35,8,14,5,15,14,4,14,14,14,14,10,15,4,NA,4,0,10,7,5,4,4,0,NA,7,NA,44,5,11,5,4,8,114,5,4,5,33,5,4,7,17,4,4,5,15,17,5,7,8,8,11,9,7,5,4,14,53,8,14,10,9,32,NA,43,13,16,13,16,18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,12,12,12,4,8,4,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,9,10,5,9,5,14,9,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,11,3,3,3,3,11,5,4,4,4,0,4,4,5,5,5,0,3,61,31,NA,39,18,120,NA,40,14,21,NA,9,14,13,36,NA,34,9,18,45,5,NA,NA,8,26,NA,NA,4,4,5,4,4,4,4,4,4,4,4,4,NA,28,12,43,41,31,35,24,NA,40,43,30,26,49,27,57,69,59,44,26,18,40,7,39,71,NA,NA,5,0,0,3,0,0,7,0,8,5,0,0,24,5,5,14,6,10,6,14,29,10,10,19,10,10,6,25,7,23,14,5,5,7,NA,10,NA,7,9,18,5,10,8,5,15,5,5,9,7,9,5
shape,83,2 cubes,30,42,42,107,25,42,42,35,8,45,18,15,42,24,14,9,15,45,43,67,41,117,29,21,43,24,4,4,14,22,14,24,23,23,23,33,14,23,23,28,0,NA,4,0,6,3,4,0,0,7,NA,5,NA,18,11,77,28,6,6,12,5,13,8,17,8,5,6,7,5,8,6,12,13,6,9,6,12,6,6,6,8,12,12,37,27,36,26,20,12,30,22,37,46,16,36,25,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,6,7,6,6,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,14,9,9,8,9,13,16,19,NA,NA,NA,NA,NA,NA,NA,NA,8,14,5,5,5,4,4,5,13,9,14,5,14,5,5,8,4,4,4,4,0,4,4,2,4,4,7,9,14,14,NA,57,19,30,NA,21,13,15,NA,41,7,22,25,NA,44,10,34,58,9,NA,NA,13,33,NA,NA,6,3,4,10,3,3,3,3,3,3,10,3,NA,30,36,46,47,14,35,22,NA,24,44,26,39,64,101,27,98,27,13,14,39,10,6,26,9,NA,NA,6,6,0,0,0,0,6,0,0,0,0,0,32,9,9,9,13,10,9,9,9,15,18,24,9,7,4,5,6,8,7,6,8,20,NA,7,NA,5,5,5,11,9,6,9,12,9,6,NA,9,7,15
shape,84,3 elipses,40,174,61,101,72,38,62,72,15,67,54,10,24,9,53,99,28,56,38,48,87,58,52,26,36,91,44,21,22,13,17,21,21,21,21,21,16,21,21,16,5,NA,16,8,8,8,5,8,8,8,NA,8,NA,31,7,42,12,6,4,18,4,7,10,4,10,6,6,5,5,10,5,7,5,5,5,5,5,5,9,7,5,5,5,51,3,33,8,28,3,7,36,28,10,52,51,83,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,4,3,3,3,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,10,14,20,5,5,9,16,9,NA,NA,NA,NA,NA,NA,NA,NA,8,10,5,5,9,5,5,5,5,5,5,5,5,5,5,13,4,5,5,5,5,5,10,3,5,5,5,6,62,71,NA,11,25,20,NA,60,47,10,NA,10,22,15,22,NA,14,16,26,26,22,NA,NA,11,15,NA,NA,9,4,15,5,4,5,7,5,4,5,4,4,NA,18,20,34,38,14,32,25,NA,8,28,21,24,31,24,20,35,8,37,31,44,47,9,84,35,NA,NA,10,9,0,3,9,3,9,9,9,9,9,9,15,14,15,6,12,7,10,6,17,16,7,13,10,4,5,9,4,4,8,4,8,8,NA,7,NA,5,14,7,9,17,26,13,6,12,6,5,9,6,18
shape,85,2 triangles,89,59,101,91,33,86,69,67,43,63,101,33,43,14,36,12,86,98,16,60,67,67,29,34,48,NA,8,46,23,22,18,23,54,31,31,31,31,23,31,31,12,NA,6,0,6,0,5,0,0,0,NA,4,NA,16,9,62,12,8,20,54,9,8,12,10,22,8,12,12,23,26,7,7,7,6,7,0,7,7,7,14,8,18,14,6,24,5,12,15,5,12,10,34,7,14,26,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,4,4,8,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,22,9,9,10,9,9,10,9,15,NA,NA,NA,NA,NA,NA,NA,NA,21,8,13,8,11,8,16,8,8,13,15,15,8,8,8,0,9,9,9,9,5,9,5,9,0,3,0,0,14,55,NA,9,30,51,NA,28,24,12,NA,27,NA,30,31,NA,13,4,18,16,10,NA,NA,11,13,NA,NA,8,8,6,8,5,12,8,5,8,5,8,5,NA,8,21,21,72,12,57,36,NA,34,17,22,27,30,92,28,44,63,66,12,12,74,6,36,47,NA,NA,0,0,0,8,17,0,7,0,5,0,0,0,36,9,33,10,9,9,27,12,9,10,26,10,13,18,9,7,6,9,20,9,5,13,NA,7,NA,14,18,6,11,14,8,NA,12,9,9,7,12,9,18
shape,86,square,6,6,6,9,9,6,8,6,6,18,6,6,6,12,6,9,6,9,23,6,6,14,24,6,6,6,6,6,14,15,15,14,15,15,14,15,15,15,15,15,11,NA,8,10,4,3,0,0,5,0,NA,0,NA,7,6,10,6,6,6,6,6,9,4,6,9,6,6,11,7,14,6,39,6,6,9,6,6,6,6,6,9,6,6,13,13,67,15,13,NA,13,25,10,26,12,60,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,6,6,6,6,12,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,13,8,9,8,9,9,8,13,NA,NA,NA,NA,NA,NA,NA,NA,14,14,9,13,13,9,13,9,13,9,9,9,9,13,9,11,4,4,4,4,4,4,6,4,4,5,4,9,25,21,NA,5,40,23,NA,9,5,0,NA,38,23,17,32,NA,40,9,16,17,15,NA,NA,8,22,NA,NA,4,4,7,4,4,4,4,4,4,4,4,4,NA,9,24,14,32,10,28,32,NA,17,18,16,26,39,32,18,34,66,19,33,106,25,6,25,14,NA,NA,0,0,0,0,15,11,0,0,0,4,0,7,9,9,13,9,7,9,9,9,9,9,14,17,7,8,23,21,6,8,13,7,8,23,NA,15,NA,16,15,7,11,9,6,6,19,9,9,5,9,7,5
shape,87,elipse,33,38,42,15,33,15,33,33,6,45,4,69,33,14,17,11,29,60,21,22,42,30,NA,9,24,18,6,37,14,13,14,13,27,13,13,13,8,13,13,8,5,NA,18,8,0,9,6,6,5,5,NA,8,NA,6,6,89,9,4,4,5,4,4,6,4,7,6,6,10,6,11,10,11,5,5,5,11,5,5,9,7,5,5,5,26,12,11,40,19,7,14,13,10,30,12,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,8,3,4,8,4,4,8,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,5,14,10,20,9,10,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,10,5,5,5,5,5,14,5,5,5,5,12,6,3,5,5,5,4,5,3,4,5,5,6,34,25,NA,6,52,57,NA,11,9,5,NA,10,21,12,20,NA,14,16,11,9,15,NA,NA,21,15,NA,NA,5,4,19,5,9,12,7,5,5,5,11,4,NA,8,13,32,14,15,8,19,NA,19,8,8,11,22,11,17,58,17,25,15,31,189,9,106,31,NA,NA,10,9,0,3,9,3,9,9,9,9,0,6,15,9,21,6,15,7,12,6,7,13,18,10,10,8,4,6,4,8,8,4,10,8,NA,11,NA,15,11,13,9,17,12,6,13,6,15,7,9,22,24
shape,88,sphere,159,13,19,45,10,21,36,4,7,29,41,23,4,21,6,14,12,59,59,80,90,57,48,4,23,4,NA,4,10,8,19,9,3,8,8,8,9,9,8,19,5,NA,6,10,5,8,5,8,5,5,NA,5,NA,18,7,28,13,5,6,10,7,6,7,13,5,6,6,6,7,41,5,11,7,7,4,7,7,7,4,4,11,9,13,52,40,4,27,17,16,3,26,7,3,20,58,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,8,4,6,4,4,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7,5,7,5,5,5,5,5,10,5,4,4,5,4,3,4,5,5,6,8,5,3,4,5,4,5,27,13,NA,12,5,26,NA,0,5,15,NA,12,25,25,10,NA,78,13,17,69,17,NA,NA,11,29,NA,NA,5,8,7,5,5,10,7,5,11,4,5,4,NA,16,5,11,19,35,27,22,NA,44,14,12,8,23,61,34,36,55,35,21,16,9,9,14,31,NA,NA,15,0,0,3,9,3,3,9,9,4,3,3,29,13,6,6,10,6,15,6,8,10,25,28,10,8,6,5,6,6,8,6,8,5,NA,8,NA,6,22,5,9,22,16,7,12,5,7,7,9,6,7
shape,89,cube,7,13,13,47,17,31,6,18,8,24,10,18,13,9,9,9,4,48,13,4,4,32,29,17,7,7,4,4,14,14,9,27,14,14,14,14,14,14,19,14,11,NA,4,0,4,3,4,4,0,0,NA,0,NA,4,4,18,10,4,6,14,4,3,4,16,4,13,6,5,5,4,6,6,14,6,6,12,12,6,6,6,15,12,12,78,34,20,27,20,20,33,14,15,19,12,14,25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,12,6,5,6,9,6,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,8,5,18,9,9,13,16,9,NA,NA,NA,NA,NA,NA,NA,NA,5,18,5,5,10,4,4,5,13,9,14,5,14,13,5,4,4,4,6,4,0,4,4,2,0,4,4,9,28,9,NA,5,39,0,NA,15,5,0,NA,35,7,21,16,NA,6,7,10,13,5,NA,NA,11,3,NA,NA,3,8,4,10,3,3,3,3,3,3,10,3,NA,8,26,28,67,14,31,39,NA,18,19,24,35,26,12,30,38,91,0,22,13,6,6,4,26,NA,NA,8,4,0,0,0,0,4,0,0,0,0,0,19,9,9,9,12,9,15,12,9,24,18,9,9,7,6,5,6,8,38,5,10,13,NA,14,NA,11,11,11,21,9,6,5,12,5,5,5,9,5,17
shape,90,triangle,40,5,41,44,41,41,41,39,41,49,6,45,40,14,8,8,8,8,10,8,22,12,8,29,8,8,8,8,14,14,9,14,14,23,23,14,14,14,23,23,12,NA,6,0,0,0,0,0,0,0,NA,0,NA,8,8,18,8,8,8,8,8,8,9,9,8,8,7,8,33,9,7,7,7,7,7,7,7,7,7,7,8,21,7,22,12,50,15,15,16,12,17,32,27,14,12,20,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,5,12,4,5,4,5,8,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13,9,14,10,9,9,10,9,10,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,13,9,12,8,16,5,8,8,8,8,8,11,NA,0,3,9,5,4,4,9,7,3,0,11,22,14,NA,9,9,5,NA,0,10,11,NA,70,19,16,13,NA,56,4,23,13,8,NA,NA,13,47,NA,NA,5,5,6,14,5,5,12,5,5,12,12,5,NA,8,16,33,55,21,29,27,NA,18,38,16,17,22,32,22,86,84,13,9,38,26,12,21,29,NA,NA,0,0,0,8,17,0,7,0,5,10,0,8,13,9,9,9,9,9,9,9,9,15,9,17,9,25,20,5,6,9,7,9,10,6,NA,7,NA,21,16,12,11,14,9,9,12,9,9,7,7,9,12
shape,91,cylinder,97,75,43,151,47,47,39,8,312,58,119,162,39,14,8,59,4,61,15,16,41,12,85,20,62,33,40,24,15,13,10,13,13,14,13,13,13,13,13,13,0,NA,4,0,0,8,6,0,0,0,NA,10,NA,8,8,8,13,8,99,38,3,12,9,8,9,8,4,9,9,169,6,24,9,6,7,6,9,9,9,6,5,9,9,82,11,8,55,9,43,26,30,35,21,36,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,12,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,19,20,5,5,5,14,5,22,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,0,9,5,6,0,0,8,3,3,3,3,3,0,50,14,NA,13,0,105,NA,8,0,0,NA,20,33,45,45,NA,71,21,23,20,13,NA,NA,22,20,NA,NA,8,8,6,8,8,8,8,8,8,8,8,8,NA,33,23,49,46,13,18,18,NA,44,40,29,40,48,26,18,72,74,13,33,69,9,19,259,65,NA,NA,0,0,0,0,0,0,9,0,5,8,0,10,17,6,5,18,26,28,10,0,14,11,19,7,22,9,6,9,16,9,13,4,13,24,NA,16,NA,11,16,7,18,8,6,6,6,5,5,5,15,5,11
shape,92,3 squares,72,35,35,40,40,35,35,35,11,47,17,40,40,14,22,6,6,86,11,76,49,40,67,35,33,32,6,31,22,23,17,23,23,23,23,23,23,23,31,23,11,NA,8,10,4,3,0,5,0,0,NA,5,NA,12,7,18,12,6,6,17,6,7,12,12,12,6,6,12,7,12,6,6,6,6,9,6,6,6,6,6,6,6,6,11,31,51,15,28,35,13,43,30,75,18,75,44,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,12,12,6,6,6,10,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,8,9,9,9,8,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,18,13,13,13,17,13,13,9,17,9,15,9,17,5,5,14,12,13,3,4,4,4,6,6,7,4,4,9,44,9,NA,5,9,23,NA,19,5,5,NA,48,8,17,15,NA,20,14,24,23,11,NA,NA,10,10,NA,NA,7,8,7,4,4,4,6,4,4,4,4,7,NA,21,23,22,61,18,32,30,NA,11,49,24,22,43,51,53,42,116,24,12,26,6,6,23,32,NA,NA,0,0,0,7,0,16,0,0,0,0,0,0,21,9,15,9,12,8,13,9,9,14,14,12,22,8,6,7,6,8,15,9,10,19,NA,12,NA,16,17,24,11,9,6,6,18,19,18,7,11,6,5
shape,93,flower,64,43,93,21,5,44,41,41,5,5,92,51,42,8,23,46,14,80,6,5,10,39,149,31,29,31,5,5,18,9,13,13,14,11,22,1,8,6,13,17,0,NA,4,0,11,6,5,5,8,4,NA,7,NA,6,11,3,3,6,1,21,1,16,22,3,34,4,5,3,16,107,8,7,7,7,8,7,19,8,10,7,7,3,8,35,5,7,32,32,41,12,15,10,14,28,31,22,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,9,6,6,12,6,7,12,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,5,21,9,9,9,9,21,9,NA,NA,NA,NA,NA,NA,NA,NA,5,14,8,16,7,5,5,7,8,20,7,12,5,13,9,0,5,7,5,5,7,7,0,4,7,7,5,6,50,50,NA,26,0,13,NA,28,0,0,NA,30,9,53,28,NA,9,13,19,20,44,NA,NA,29,31,NA,NA,5,7,7,9,8,7,13,6,11,13,17,17,NA,13,28,17,48,17,8,27,NA,29,24,18,27,34,49,17,31,174,49,56,37,6,6,53,36,NA,NA,0,0,0,4,0,0,0,0,4,10,0,4,10,12,10,12,19,15,9,5,5,14,36,16,9,8,5,10,8,8,11,8,10,14,NA,11,NA,10,11,7,8,6,5,3,6,3,8,6,5,4,13
shape,94,elipsoid,139,15,26,72,3,15,36,13,6,36,3,41,31,48,10,10,18,107,23,6,95,20,26,52,38,3,8,17,14,10,9,10,5,20,22,10,36,14,9,12,10,NA,6,8,0,8,5,8,5,5,NA,8,NA,6,6,48,15,4,9,13,3,6,8,10,5,6,6,14,70,48,8,12,5,5,13,9,NA,5,14,9,5,11,18,13,8,6,19,8,3,10,15,17,8,7,8,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,3,3,3,7,6,3,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,15,9,10,9,24,9,19,18,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,16,8,4,5,5,5,5,10,5,10,5,5,5,5,3,8,5,5,4,5,3,0,5,4,11,54,19,NA,6,0,10,NA,11,11,5,NA,28,15,26,21,NA,24,16,25,39,37,NA,NA,38,12,NA,NA,10,17,9,5,7,5,10,7,11,7,5,15,NA,8,10,50,24,27,9,18,NA,20,54,9,15,27,30,29,50,83,71,31,11,9,9,117,32,NA,NA,15,0,8,3,9,3,3,9,9,9,0,3,21,7,24,6,20,7,17,10,7,7,6,10,7,9,5,9,4,4,8,6,8,8,NA,11,NA,19,20,6,9,9,14,6,7,5,12,7,9,6,12
